Name,NPC Name,Size,Type,Tags/Lair,Alignment,Environment,Challenge,XP,Source,Page,Reference,SRD,Description
Spectral Guardian,,Medium,Undead,,Neutral Evil,Any,6,2300,TOB,358,TOB358,Y,
Superior Animated Armor,reference Strahd's Animated Armor,Medium,Construct,,Lawful Evil,Any,6,2300,COS,227,COS227,,A suit of armor with a life of its own.
Vrock,,Large,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),6,2300,MM,64,MM64,Y,
Weeping Treant,,Huge,Plant,,Neutral,Forest,6,2300,TOB,388,TOB388,Y,
White Ape,,Large,Monstrosity,,Neutral,Forest,6,2300,TOB,408,TOB408,Y,
Wolf Spirit Swarm,,Large,Undead,,Neutral Evil,"Forest, Grassland",6,2300,TOB,377,TOB377,Y,
Wyvern,,Large,Dragon,,Unaligned,"Hills, Mountain",6,2300,MM,303,MM303,Y,
Young Brass Dragon,,Large,Dragon,,Chaotic Good,Desert,6,2300,MM,105,MM105,Y,Urbane and talkative dragons of good alignment.
Young Mithral Dragon,,Medium,Dragon,,Neutral,Mountain,6,2300,TOB,134,TOB134,Y,
Young White Dragon,,Large,Dragon,,Chaotic Evil,Arctic,6,2300,MM,101,MM101,Y,
Young Wind Dragon,,Large,Dragon,,Chaotic Neutral,"Grassland, Mountain",6,2300,TOB,144,TOB144,Y,
Air Elemental Myrmidon,,Medium,Elemental,,Neutral,,7,2900,POTA,212,POTA212,,
Bheur Hag,,Medium,Fey,,Chaotic Evil,Arctic,7,2900,VGM,160,VGM160,,
Blue Slaad,,Large,Aberration,,Chaotic Neutral,Extraplanar (Limbo),7,2900,MM,276,MM276,,
Chelicerae,,Large,Aberration,,Neutral Evil,,7,2900,TOB,54,TOB54,Y,
Coral Drake,,Medium,Dragon,,Neutral Evil,Underwater,7,2900,TOB,150,TOB150,Y,
Deathwisp,,Medium,Undead,,Neutral Evil,Any,7,2900,TOB,72,TOB72,Y,
Dissimortuum,,Medium,Undead,,Chaotic Evil,Any,7,2900,TOB,119,TOB119,Y,
Draegloth,,Large,Fiend,demon,Chaotic Evil,Underdark,7,2900,VGM,141,VGM141,,
Drow Mage,,Medium,Humanoid,elf,Neutral Evil,Underdark,7,2900,MM,129,MM129,,
Earth Elemental Myrmidon,,Medium,Elemental,,Neutral,,7,2900,POTA,212,POTA212,,
Einherjar,,Medium,Humanoid,extraplanar,Chaotic Neutral,Extraplanar (Ysgard),7,2900,TOB,167,TOB167,Y,
Elder Shadow Drake,,Large,Dragon,,Chaotic Evil,Forest,7,2900,TOB,153,TOB153,Y,
Fire Dancer Swarm,,Medium,Elemental,,Neutral Evil,Extraplanar (Elemental),7,2900,TOB,373,TOB373,Y,
Fire Elemental Myrmidon,,Medium,Elemental,,Neutral,,7,2900,POTA,213,POTA213,,
Giant Ape,,Huge,Beast,,Unaligned,Forest,7,2900,MM,323,MM323,,
Gilded Devil,,Medium,Fiend,devil,Lawful Evil,Extraplanar (Baator),7,2900,TOB,106,TOB106,Y,
Grick Alpha,,Large,Monstrosity,,Neutral,"Forest, Underdark",7,2900,MM,173,MM173,,
Half-Black Dragon Champion,reference Rezmir,Medium,Humanoid,human,Neutral Evil,,7,2900,HDQ,93,HDQ93,,
Herald of Darkness,,Large,Fiend,,Neutral Evil,Extraplanar (Lower Planes),7,2900,TOB,249,TOB249,Y,
Korred,,Small,Fey,,Chaotic Neutral,Forest,7,2900,VGM,168,VGM168,,
Lake Troll,,Large,Giant,,Chaotic Evil,Underwater,7,2900,TOB,389,TOB389,Y,
Mind Flayer,,Medium,Aberration,,Lawful Evil,Underdark,7,2900,MM,222,MM222,,
Oni,,Large,Giant,,Lawful Evil,"Forest, Urban",7,2900,MM,239,MM239,Y,
Possessed Pillar,,Large,Construct,,Unaligned,"Desert, Urban",7,2900,TOB,314,TOB314,Y,
Psoglav,,Large,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),7,2900,TOB,79,TOB79,Y,
Red Hag,,Medium,Fey,,Neutral Evil,Any,7,2900,TOB,244,TOB244,Y,
Risen Reaver,,Large,Undead,,Chaotic Evil,Any,7,2900,TOB,328,TOB328,Y,
Sahuagin Assassin,reference Ghald,Large,Humanoid,sahuagin,Lawful Evil,,7,2900,POTA,209,POTA209,,
Sand Spider,,Large,Beast,,Unaligned,"Desert, Grassland",7,2900,TOB,364,TOB364,Y,
Shadow Beast,,Medium,Fey,,Chaotic Evil,"Forest, Underdark",7,2900,TOB,345,TOB345,Y,
Shadow Fey Enchantress,,Medium,Humanoid,elf,Lawful Evil,Any,7,2900,TOB,172,TOB172,Y,
Shield Guardian,,Large,Construct,,Unaligned,Urban,7,2900,MM,271,MM271,Y,
Soul Eater,,Medium,Fiend,,Neutral Evil,Extraplanar,7,2900,TOB,356,TOB356,Y,
Spark,,Tiny,Elemental,,Chaotic Neutral,Extraplanar (Elemental),7,2900,TOB,357,TOB357,Y,
Spider of Leng,,Large,Aberration,,Chaotic Evil,"Hills, Mountain",7,2900,TOB,365,TOB365,Y,
Stone Giant,,Huge,Giant,stone giant,Neutral,"Hills, Mountain, Underdark",7,2900,MM,156,MM156,Y,
Tree Blight,,Huge,Plant,,Neutral Evil,"Forest, Grassland",7,2900,COS,230,COS230,,
Umbral Vampire,,Medium,Fiend,,Chaotic Evil,Extraplanar (Shadowfell),7,2900,TOB,397,TOB397,Y,
Vine Lord,,Medium,Plant,,Lawful Neutral,Forest,7,2900,TOB,402,TOB402,Y,
Water Elemental Myrmidon,,Medium,Elemental,,Neutral,,7,2900,POTA,213,POTA213,,
Young Black Dragon,,Large,Dragon,,Chaotic Evil,Swamp,7,2900,MM,88,MM88,Y,
Young Copper Dragon,,Large,Dragon,,Chaotic Good,Hills,7,2900,MM,111,MM111,Y,Cunning tricksters and riddlers of the metallic dragons
Yuan-ti Abomination,,Large,Monstrosity,"shapechanger, yuan-ti",Neutral Evil,"Desert, Forest, Swamp",7,2900,MM,308,MM308,,
Ala,,Medium,Fey,,Chaotic Evil,Any,8,3900,TOB,13,TOB13,Y,
Arcane Guardian,,Medium,Undead,,Neutral Evil,,8,3900,TOB,358,TOB358,Y,
Blemmyes,,Large,Monstrosity,,Chaotic Evil,"Hills, Mountain",8,3900,TOB,37,TOB37,Y,
Bone Collective,,Small,Undead,,Chaotic Evil,Any,8,3900,TOB,39,TOB39,Y,
Chain Devil,,Medium,Fiend,devil,Lawful Evil,Extraplanar (Baator),8,3900,MM,72,MM72,Y,
Chained Angel,,Medium,Celestial,,Neutral Evil,Any,8,3900,TOB,20,TOB20,Y,
Chronalmental,,Large,Elemental,,Unaligned,Any,8,3900,TOB,57,TOB57,Y,
Cloaker,,Large,Aberration,,Chaotic Neutral,Underdark,8,3900,MM,41,MM41,Y,"The Underdark's answer to ""what would a flying manta ray look like?"""
Deep One Archimandrite,,Large,Humanoid,deep one,Chaotic Evil,Underwater,8,3900,TOB,74,TOB74,Y,
Degenerate Titan,,Huge,Giant,,Chaotic Evil,"Grassland, Underdark",8,3900,TOB,381,TOB381,Y,
Dragonleaf Tree,,Large,Plant,,Unaligned,"Forest, Urban",8,3900,TOB,147,TOB147,Y,
Drow Priestess of Lolth,,Medium,Humanoid,elf,Neutral Evil,Underdark,8,3900,MM,129,MM129,,
Dune Mimic,,Huge,Monstrosity,shapechanger,Neutral,"Desert, Grassland",8,3900,TOB,162,TOB162,Y,
Earth Prophet Medusa,reference Marlos Urnrayle,Medium,Monstrosity,non-lair 12 (8400),Neutral Evil,,8,3900,POTA,199,POTA199,,
Feyward Tree,,Huge,Construct,,Unaligned,Any,8,3900,TOB,200,TOB200,Y,
Fomorian,,Huge,Giant,,Chaotic Evil,Underdark,8,3900,MM,136,MM136,,
Frost Giant,,Huge,Giant,frost giant,Neutral Evil,"Arctic, Mountain",8,3900,MM,155,MM155,Y,
Githyanki Knight,,Medium,Humanoid,gith,Lawful Evil,Extraplanar (Astral),8,3900,MM,160,MM160,,
Green Slaad,,Large,Aberration,shapechanger,Chaotic Neutral,Extraplanar (Limbo),8,3900,MM,277,MM277,,
Hezrou,,Large,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),8,3900,MM,60,MM60,Y,
Hydra,,Huge,Monstrosity,,Unaligned,Swamp,8,3900,MM,190,MM190,Y,
Idolic Deity,,Small,Construct,,Neutral Evil,Underdark,8,3900,TOB,255,TOB255,Y,
Kishi,,Medium,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),8,3900,TOB,77,TOB77,Y,
Liosalfar,,Large,Elemental,,Neutral,Extraplanar,8,3900,TOB,277,TOB277,Y,
Lunar Devil,,Large,Fiend,devil,Lawful Evil,Extraplanar (Baator),8,3900,TOB,110,TOB110,Y,
Mallqui,,Medium,Undead,,Lawful Neutral,,8,3900,TOB,282,TOB282,Y,
Mind Flayer Arcanist,,Medium,Aberration,,Lawful Evil,Underdark,8,3900,MM,222,MM222,,
Monolith Champion,,Large,Construct,,Unaligned,Any,8,3900,TOB,294,TOB294,Y,
Qwyllion,,Medium,Aberration,fey,Neutral Evil,Any,8,3900,TOB,316,TOB316,Y,
Rust Drake,,Medium,Dragon,,Chaotic Evil,"Underdark, Urban",8,3900,TOB,155,TOB155,Y,
Savager,,Large,Beast,,Neutral Evil,"Forest, Grassland",8,3900,TOB,338,TOB338,Y,
Shabti,,Medium,Construct,,Unaligned,"Swamp, Underdark",8,3900,TOB,343,TOB343,Y,
Shoosuva,,Large,Fiend,demon,Chaotic Evil,"Arctic, Forest, Grassland, Hills",8,3900,VGM,137,VGM137,,
Spirit Naga,,Large,Monstrosity,,Chaotic Evil,Underdark,8,3900,MM,234,MM234,Y,
Tophet,,Huge,Construct,,Neutral Evil,Any,8,3900,TOB,383,TOB383,Y,
Tyrannosaurus Rex (Dreadfang),,Huge,Beast,dinosaur/behemoth,Unaligned,Grassland,8,3900,MM,80,MM80,Y,
Xhkarsh,,Large,Aberration,,Neutral Evil,Any,8,3900,TOB,412,TOB412,Y,
Young Bronze Dragon,,Large,Dragon,,Lawful Good,Coastal,8,3900,MM,108,MM108,Y,
Young Cave Dragon,,Large,Dragon,,Neutral Evil,Underdark,8,3900,TOB,127,TOB127,Y,
Young Green Dragon,,Large,Dragon,,Lawful Evil,Forest,8,3900,MM,94,MM94,Y,
Abominable Yeti,,Huge,Monstrosity,,Chaotic Evil,Arctic,9,5000,MM,306,MM306,,
Aerial Servant,,Medium,Fiend,,Neutral,Any,9,5000,FEF,7,FEF7,,
al-Aeshma Genie,,Large,Elemental,,Chaotic Evil,Any,9,5000,TOB,211,TOB211,Y,
Bone Devil,,Large,Fiend,devil,Lawful Evil,Extraplanar (Baator),9,5000,MM,71,MM71,Y,
Bukavac,,Large,Monstrosity,,Neutral Evil,"Forest, Swamp",9,5000,TOB,47,TOB47,Y,
Clay Golem,,Large,Construct,,Unaligned,Urban,9,5000,MM,168,MM168,Y,
Cloud Giant,,Huge,Giant,cloud giant,Neutral Good or Neutral Evil,Mountain,9,5000,MM,154,MM154,Y,
Cloud Giant Wizard,,Huge,Giant,cloud giant,Neutral Evil,,9,5000,HDQ,89,HDQ89,,
Deep Drake,,Large,Dragon,,Chaotic Evil,Underdark,9,5000,TOB,152,TOB152,Y,
Desert Giant,,Huge,Giant,desert giant,Neutral,Desert,9,5000,TOB,222,TOB222,Y,
Eater of Dust (Yakat-Shi),,Medium,Aberration,,Neutral Evil,Any,9,5000,TOB,164,TOB164,Y,
Fire Giant,,Huge,Giant,fire giant,Lawful Evil,"Mountain, Underdark",9,5000,MM,154,MM154,Y,
Flind,,Medium,Humanoid,gnoll,Chaotic Evil,"Arctic, Forest, Grassland, Hills",9,5000,VGM,153,VGM153,,
Ghostwalk Spider,,Large,Monstrosity,,Neutral Evil,Forest,9,5000,TOB,361,TOB361,Y,
Glabrezu,,Large,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),9,5000,MM,58,MM58,Y,
Gray Slaad,,Medium,Aberration,shapechanger,Chaotic Neutral,Urban,9,5000,MM,277,MM277,,
Horakh,,Medium,Monstrosity,,Neutral,"Desert, Grassland, Underdark",9,5000,TOB,250,TOB250,Y,
Krake Spawn,,Huge,Monstrosity,,Neutral Evil,Underwater,9,5000,TOB,269,TOB269,Y,
Malakbel,,Medium,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),9,5000,TOB,78,TOB78,Y,
Nycaloth,,Large,Fiend,yugoloth,Neutral Evil,Extraplanar (Lower Planes),9,5000,MM,314,MM314,,
Oozasis,,Gargantuan,Ooze,,Unaligned,"Desert, Swamp",9,5000,TOB,310,TOB310,Y,
Treant,,Huge,Plant,,Chaotic Good,Forest,9,5000,MM,289,MM289,Y,
Ulitharid,,Large,Aberration,,Lawful Evil,Underdark,9,5000,VGM,175,VGM175,,
Ushabti,,Large,Construct,,Unaligned,Underdark,9,5000,TOB,394,TOB394,Y,
Vine Troll Skeleton,,Large,Plant,,Unaligned,Any,9,5000,TOB,351,TOB351,Y,
Young Blue Dragon,,Large,Dragon,,Lawful Evil,"Coastal, Desert",9,5000,MM,91,MM91,Y,
Young Flame Dragon,,Large,Dragon,,Chaotic Evil,"Mountain, Underdark",9,5000,TOB,130,TOB130,Y,
Young Sea Dragon,,Large,Dragon,,Neutral Evil,"Mountain, Underwater",9,5000,TOB,136,TOB136,Y,
Young Silver Dragon,,Large,Dragon,,Lawful Good,"Mountain, Urban",9,5000,MM,118,MM118,Y,
Young Void Dragon,,Large,Dragon,,Chaotic Neutral,Mountain,9,5000,TOB,140,TOB140,Y,
Aboleth,,Large,Aberration,,Lawful Evil,Underdark,10,5900,MM,13,MM13,Y,Aquatic mind-controllers.
Algorith,,Medium,Construct,,Lawful Neutral,Any,10,5900,TOB,14,TOB14,Y,
Alhoon,,Medium,Undead,,Any evil,Underdark,10,5900,VGM,172,VGM172,,
Automata Devil (Castigas),,Large,Fiend,devil,Lawful Evil,Extraplanar (Baator),10,5900,TOB,102,TOB102,Y,
Bone Swarm,,Large,Undead,,Chaotic Evil,Any,10,5900,TOB,41,TOB41,Y,
Death Kiss,,Large,Aberration,beholder,Neutral Evil,Underdark,10,5900,VGM,124,VGM124,,
Death Slaad,,Medium,Aberration,shapechanger,Chaotic Evil,Extraplanar (Limbo),10,5900,MM,278,MM278,,
Deva,,Medium,Celestial,,Lawful Good,Extraplanar (Upper Planes),10,5900,MM,16,MM16,Y,Angelic messengers and agents that assume mortal forms.
Fear Smith (Fiarsidhe),,Medium,Fey,,Chaotic Neutral,Any,10,5900,TOB,181,TOB181,Y,
Froghemoth,,Huge,Monstrosity,,Unaligned,"Swamp, Underdark",10,5900,VGM,145,VGM145,,
Guardian Naga,,Large,Monstrosity,,Lawful Good,"Desert, Forest",10,5900,MM,234,MM234,Y,
Hundun,,Large,Celestial,,Chaotic Good,Extraplanar (Limbo),10,5900,TOB,253,TOB253,Y,
Rubezahl,,Medium,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),10,5900,TOB,80,TOB80,Y,
Salt Golem,,Large,Construct,,Unaligned,"Desert, Underwater",10,5900,TOB,235,TOB235,Y,
Sathaq Worm,,Huge,Elemental,,Neutral Evil,"Desert, Swamp, Underdark",10,5900,TOB,337,TOB337,Y,
Stone Giant Dreamwalker,,Huge,Giant,stone giant,Chaotic Neutral,"Coastal, Hills, Mountain",10,5900,VGM,150,VGM150,,
Stone Golem,,Large,Construct,,Unaligned,Urban,10,5900,MM,170,MM170,Y,
Thuellai,,Huge,Elemental,,Chaotic Neutral,Extraplanar (Elemental),10,5900,TOB,379,TOB379,Y,
Yochlol,,Medium,Fiend,"demon, shapechanger",Chaotic Evil,Extraplanar (Abyss),10,5900,MM,65,MM65,,
Young Gold Dragon,,Large,Dragon,,Lawful Good,"Forest, Grassland",10,5900,MM,115,MM115,Y,
Young Red Dragon,,Large,Dragon,,Chaotic Evil,"Hills, Mountain",10,5900,MM,98,MM98,Y,
Abominable Beauty,,Medium,Fey,,Neutral Evil,Any,11,7200,TOB,11,TOB11,Y,
Baba Yaga's Horsemen,,Medium,Fey,,Lawful Neutral,Any,11,7200,TOB,29,TOB29,Y,
Behir,,Huge,Monstrosity,,Neutral Evil,Underdark,11,7200,MM,25,MM25,Y,A multitudinous-legged crocodile monster with lightning breath.
Berstuc,,Large,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),11,7200,TOB,76,TOB76,Y,
Blood Hag,,Medium,Fey,,Chaotic Evil,Any,11,7200,TOB,242,TOB242,Y,
Buraq,,Medium,Celestial,,Lawful Good,Extraplanar (Upper Planes),11,7200,TOB,48,TOB48,Y,
Cloud Giant Smiling One,,Huge,Giant,cloud giant,Chaotic Neutral,Mountain,11,7200,VGM,146,VGM146,,
Corpse Mound,,Huge,Undead,,Neutral Evil,Any,11,7200,TOB,69,TOB69,Y,
Creeping Hut,reference Baba Lysaga's Creeping Hut,Gargantuan,Construct,,Unaligned,Any,11,7200,COS,226,COS226,,
Dao,,Large,Elemental,,Neutral Evil,Underdark,11,7200,MM,143,MM143,,
Death Knight Bladelord,reference Naergoth Bladelord,Medium,Undead,,Neutral Evil,Any,11,7200,ROT,90,ROT90,,
Djinni,,Large,Elemental,,Chaotic Good,Coastal,11,7200,MM,144,MM144,Y,
Dullahan,,Large,Fey,,Lawful Evil,Any,11,7200,TOB,161,TOB161,Y,
Efreeti,,Large,Elemental,,Lawful Evil,Desert,11,7200,MM,145,MM145,Y,
Eye Golem,,Large,Construct,,Unaligned,Any,11,7200,TOB,233,TOB233,Y,
Grim Jester,,Medium,Undead,,Chaotic Evil,Any,11,7200,TOB,240,TOB240,Y,
Gynosphinx,,Large,Monstrosity,,Lawful Neutral,Desert,11,7200,MM,282,MM282,Y,
Horned Devil,,Large,Fiend,devil,Lawful Evil,Extraplanar (Baator),11,7200,MM,74,MM74,Y,
Koralk (Harvester Devil),,Large,Fiend,devil,Lawful Evil,Extraplanar (Baator),11,7200,TOB,108,TOB108,Y,
Marid,,Large,Elemental,,Chaotic Neutral,"Coastal, Underwater",11,7200,MM,146,MM146,,
Morkoth,,Medium,Aberration,lair 12 (8400),Chaotic Evil,"Coastal, Underwater",11,7200,VGM,178,VGM178,,
Naina,,Large,Dragon,fey,Lawful Evil,Any,11,7200,TOB,302,TOB302,Y,
Remorhaz,,Huge,Monstrosity,,Unaligned,Arctic,11,7200,MM,258,MM258,Y,
Roc,,Gargantuan,Monstrosity,,Unaligned,"Arctic, Coastal, Desert, Hills, Mountain",11,7200,MM,260,MM260,Y,
Valkyrie,,Medium,Celestial,,Neutral,Extraplanar (Ysgard),11,7200,TOB,396,TOB396,Y,
Vesiculosa,,Gargantuan,Plant,,Unaligned,Desert,11,7200,TOB,399,TOB399,Y,
Voidling,,Large,Aberration,,Chaotic Evil,Any,11,7200,TOB,404,TOB404,Y,
Ychen Bannog,,Gargantuan,Beast,,Unaligned,"Forest, Hills, Mountain",11,7200,TOB,413,TOB413,Y,
"Akyishigal, Demon Lord of Cockroaches",,Large,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),12,8400,TOB,82,TOB82,Y,
Ancient Titan,,Gargantuan,Celestial,titan,Neutral Good,Any,12,8400,TOB,380,TOB380,Y,
Arcanaloth,,Medium,Fiend,yugoloth,Neutral Evil,Extraplanar (Lower Planes),12,8400,MM,313,MM313,,
Bear King,,Medium,Fey,"fey lord, shapechanger",Lawful Neutral,"Forest, Hills",12,8400,TOB,186,TOB186,Y,
Bonepowder Ghoul,,Small,Undead,,Neutral Evil,Underdark,12,8400,TOB,215,TOB215,Y,
Chort Devil,,Medium,Fiend,devil,Lawful Evil,Extraplanar (Baator),12,8400,TOB,104,TOB104,Y,
Dragon Eel,,Huge,Dragon,,Neutral,"Underdark, Underwater",12,8400,TOB,146,TOB146,Y,
Earth Prophet Medusa (in lair),reference Marlos Urnrayle,Medium,Monstrosity,non-lair 8 (3900),Neutral Evil,,12,8400,POTA,199,POTA199,,
Erinyes,,Medium,Fiend,devil,Lawful Evil,Extraplanar (Baator),12,8400,MM,73,MM73,Y,
Flutterflesh,,Large,Undead,,Chaotic Evil,Any,12,8400,TOB,203,TOB203,Y,
Frost Giant Everlasting One,,Huge,Giant,frost giant,Chaotic Evil,"Arctic, Coastal",12,8400,VGM,148,VGM148,,
Gug,,Huge,Giant,,Neutral Evil,Underdark,12,8400,TOB,241,TOB241,Y,
Herald of Blood,,Huge,Fiend,,Neutral Evil,Extraplanar (Lower Planes),12,8400,TOB,248,TOB248,Y,
Hoard Golem,,Huge,Construct,,Unaligned,Any,12,8400,TOB,234,TOB234,Y,
Ki-rin,,Huge,Celestial,,Lawful Good,"Coastal, Desert, Grassland, Mountain",12,8400,VGM,163,VGM163,,
Mavka,,Medium,Undead,fey,Chaotic Evil,Any,12,8400,TOB,286,TOB286,Y,
Morkoth (in lair),,Medium,Aberration,non-lair 11 (7200,Chaotic Evil,Coastal,12,8400,VGM,178,VGM178,,
Nihileth,,Large,Undead,aboleth,Chaotic Evil,Any,12,8400,TOB,8,TOB8,Y,
Skein Witch,,Medium,Celestial,,Neutral,Extraplanar,12,8400,TOB,349,TOB349,Y,
Son of Fenris,,Huge,Monstrosity,,Chaotic Evil,Any,12,8400,TOB,355,TOB355,Y,
Titanboa,,Gargantuan,Beast,,Unaligned,Forest,12,8400,TOB,382,TOB382,Y,
Tosculi Hive-Queen,,Large,Monstrosity,lair 13 (10000),Lawful Evil,"Desert, Grassland, Hills",12,8400,TOB,385,TOB385,Y,
Yuan-ti Anathema,,Huge,Monstrosity,"shapechanger, yuan-ti",Neutral Evil,"Desert, Forest, Underdark",12,8400,VGM,202,VGM202,,
Adult Brass Dragon,,Huge,Dragon,,Chaotic Good,Desert,13,10000,MM,105,MM105,Y,Urbane and talkative dragons of good alignment.
Adult White Dragon,,Huge,Dragon,,Chaotic Evil,Arctic,13,10000,MM,101,MM101,Y,
Beholder,,Large,Aberration,"beholder, lair 14 (11500)",Lawful Evil,Underdark,13,10000,MM,28,MM28,,Many-eyed floating ball; the eyes have magical powers!
Devourer,,Large,Fiend,,Chaotic Evil,Underdark,13,10000,VGM,138,VGM138,,
Haugbui,,Medium,Undead,,Lawful Neutral,Any,13,10000,TOB,247,TOB247,Y,
Mask Wight,,Medium,Undead,,Neutral Evil,Any,13,10000,TOB,285,TOB285,Y,
Nalfeshnee,,Large,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),13,10000,MM,62,MM62,Y,
Neothelid,,Gargantuan,Aberration,,Chaotic Evil,Underdark,13,10000,VGM,181,VGM181,,
Rakshasa,,Medium,Fiend,,Lawful Evil,Urban,13,10000,MM,257,MM257,Y,
Spinosaurus (Fang Titan),,Gargantuan,Beast,dinosaur/behemoth,Unaligned,"Forest, Swamp",13,10000,TOB,116,TOB116,Y,
Steam Golem,,Large,Construct,,Unaligned,Any,13,10000,TOB,237,TOB237,Y,
Storm Giant,,Huge,Giant,storm giant,Chaotic Good,"Coastal, Underwater",13,10000,MM,156,MM156,Y,
Stuhac,,Medium,Fiend,,Neutral Evil,"Hills, Mountain",13,10000,TOB,370,TOB370,Y,
Tosculi Hive-Queen (in lair),,Large,Monstrosity,non-lair 12 (8400),Lawful Evil,Desert,13,10000,TOB,385,TOB385,Y,
Ultroloth,,Medium,Fiend,yugoloth,Neutral Evil,Extraplanar (Lower Planes),13,10000,MM,314,MM314,,
Vampire,,Medium,Undead,shapechanger,Lawful Evil,Urban,13,10000,MM,297,MM297,Y,
Vampire Warlock,,Medium,Undead,shapechanger,Lawful Evil,Any,13,10000,TOB,425,TOB425,Y,
Young Red Shadow Dragon,,Large,Dragon,,Chaotic Evil,Underdark,13,10000,MM,85,MM85,,
Adult Black Dragon,,Huge,Dragon,,Chaotic Evil,Swamp,14,11500,MM,88,MM88,Y,
Adult Copper Dragon,,Huge,Dragon,,Chaotic Good,Hills,14,11500,MM,111,MM111,Y,Cunning tricksters and riddlers of the metallic dragons
Adult Mithral Dragon,,Huge,Dragon,,Neutral,Mountain,14,11500,TOB,133,TOB133,Y,
Adult Void Dragon,,Huge,Dragon,,Chaotic Neutral,Mountain,14,11500,TOB,139,TOB139,Y,
Beholder (in lair),,Large,Aberration,"beholder, non-lair 13 (10000)",Lawful Evil,Underdark,14,11500,MM,28,MM28,,
Cambium,,Large,Fiend,,Neutral Evil,"Underdark, Urban",14,11500,TOB,51,TOB51,Y,
Death Tyrant,,Large,Undead,lair 15 (13000),Lawful Evil,Underdark,14,11500,MM,29,MM29,,An undead beholder of even greater power.
Elder Brain,,Large,Aberration,,Lawful Evil,Underdark,14,11500,VGM,174,VGM174,,
Fire Giant Dreadnought,,Huge,Giant,fire giant,Lawful Evil,"Mountain, Underdark",14,11500,VGM,147,VGM147,,
Gypsosphinx,,Large,Monstrosity,,Neutral Evil,"Desert, Grassland, Underdark",14,11500,TOB,359,TOB359,Y,
Ice Devil,,Large,Fiend,devil,Lawful Evil,Extraplanar (Baator),14,11500,MM,75,MM75,Y,
Isonade,,Gargantuan,Monstrosity,,Chaotic Neutral,Underwater,14,11500,TOB,257,TOB257,Y,
Orobas Devil,,Large,Fiend,devil,Lawful Evil,Extraplanar (Baator),14,11500,TOB,111,TOB111,Y,
Smaragdine Golem,,Large,Construct,,Unaligned,Any,14,11500,TOB,236,TOB236,Y,
Zmey,,Huge,Dragon,,Chaotic Evil,Forest,14,11500,TOB,416,TOB416,Y,
Adult Bronze Dragon,,Huge,Dragon,,Lawful Good,Coastal,15,13000,MM,108,MM108,Y,
Adult Green Dragon,,Huge,Dragon,,Lawful Evil,Forest,15,13000,MM,94,MM94,Y,
Andrenjinyi,,Gargantuan,Celestial,,Neutral,Any,15,13000,TOB,17,TOB17,Y,
Death Tyrant (in lair),,Large,Undead,non-lair 14 (11500),Lawful Evil,Underdark,15,13000,MM,29,MM29,,
Ia'Affrat the Insatiable (Arch-Devil),,Large,Elemental,,Lawful Evil,Extraplanar (Baator),15,13000,TOB,98,TOB98,Y,
Mordant Snare,,Gargantuan,Aberration,,Chaotic Evil,Underdark,15,13000,TOB,296,TOB296,Y,
Mummy Lord,,Medium,Undead,lair 16 (15000),Lawful Evil,Desert,15,13000,MM,229,MM229,Y,
Purple Worm,,Gargantuan,Monstrosity,,Unaligned,"Desert, Underdark",15,13000,MM,255,MM255,Y,
Slow Storm,,Huge,Elemental,,Chaotic Neutral,Extraplanar (Elemental),15,13000,TOB,353,TOB353,Y,
Star Drake,,Large,Dragon,,Neutral,"Hills, Mountain",15,13000,TOB,156,TOB156,Y,
Star Spawn of Cthulhu,,Large,Fiend,,Chaotic Evil,Extraplanar,15,13000,TOB,368,TOB368,Y,
Vampire Lord,reference Strahd Von Zarovich,Medium,Undead,shapechanger,Lawful Evil,Urban,15,13000,COS,239,COS239,,
Vampire Spellcaster,,Medium,Undead,shapechanger,Lawful Evil,Urban,15,13000,MM,297,MM297,,
Vampire Warrior,,Medium,Undead,shapechanger,Lawful Evil,Urban,15,13000,MM,297,MM297,,
Adult Blue Dragon,,Huge,Dragon,,Lawful Evil,"Coastal, Desert",16,15000,MM,91,MM91,Y,
Adult Cave Dragon,,Huge,Dragon,,Neutral Evil,Underdark,16,15000,TOB,125,TOB125,Y,
Adult Flame Dragon,,Huge,Dragon,,Chaotic Evil,"Mountain, Underdark",16,15000,TOB,129,TOB129,Y,
Adult Sea Dragon,,Huge,Dragon,,Neutral Evil,Underwater,16,15000,TOB,135,TOB135,Y,
Adult Silver Dragon,,Huge,Dragon,,Lawful Good,"Mountain, Urban",16,15000,MM,117,MM117,Y,
Iron Golem,,Large,Construct,,Unaligned,Urban,16,15000,MM,170,MM170,Y,
Marilith,,Large,Fiend,demon,Chaotic Evil,Extraplanar (Abyss),16,15000,MM,61,MM61,Y,
Mummy Lord (in lair),,Medium,Undead,non-lair 15 (13000),Lawful Evil,Desert,16,15000,MM,229,MM229,Y,
